educ,economycode,pop_adult,wgt,female,age,inc_q,emp_in,urbanicity,account,borrowed,saved,receive_wages,receive_transfers,receive_pensions,pay_utilities,fin19,fin22a,fin24a,fin24c,fh2a,fh1,fh2,fin37,fin38,fin42,internet_use,con1,Income group
1.0,BGD,122837439,0.751292269269971,1,40,5.0,2.0,1.0,1,1.0,0.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,0,1,Lower middle income
3.0,UKR,32338724,0.286525351105199,1,50,1.0,2.0,1.0,1,0.0,0.0,,,,,2.0,2.0,2.0,2.0,,,,,,,1,1,Upper middle income
2.0,KGZ,4780143,2.15645136766154,1,25,4.0,2.0,1.0,0,0.0,1.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,Lower middle income
1.0,TZA,38155970,0.86342592607791,1,23,4.0,2.0,1.0,0,0.0,0.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,2,Lower middle income
3.0,NAM,1858089,0.211943193966805,1,33,5.0,1.0,2.0,1,0.0,1.0,1.0,4.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1,1,Lower middle income
1.0,SEN,11094279,2.57323774002961,1,35,1.0,2.0,2.0,1,1.0,1.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0,1,Lower middle income
1.0,NER,13873697,1.73890206060072,1,24,2.0,2.0,1.0,0,1.0,0.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0,2,Low income
2.0,NAM,1858089,1.03519800260139,2,56,4.0,2.0,1.0,1,1.0,1.0,1.0,4.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1,1,Lower middle income
2.0,MWI,12384937,1.51920883008195,2,18,2.0,2.0,1.0,1,1.0,1.0,2.0,4.0,4.0,4.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,0,1,Low income
2.0,IND,1077731602,0.575867254366163,2,20,4.0,2.0,2.0,1,1.0,0.0,4.0,4.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1,1,Lower middle income
1.0,MEX,97411242,0.73776264420054,1,56,1.0,1.0,1.0,0,0.0,0.0,4.0,4.0,4.0,4.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,2,Upper middle income
2.0,ARM,2406318,2.74189341769924,2,56,4.0,1.0,2.0,1,1.0,0.0,1.0,4.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1,1,Upper middle income
2.0,ECU,13484219,1.189622437578,2,43,1.0,1.0,2.0,0,1.0,1.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1,1,Upper middle income
2.0,GEO,2933716,1.88600770568379,2,23,3.0,1.0,1.0,1,1.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1,1,Upper middle income
2.0,COG,3655093,0.43632807729553,2,26,2.0,2.0,2.0,0,1.0,0.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1,1,Lower middle income
3.0,MEX,97411242,1.75231906771241,2,57,1.0,1.0,2.0,1,1.0,1.0,1.0,4.0,4.0,1.0,1.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,Upper middle income
2.0,XKX,1382360,0.371964464256851,1,51,4.0,1.0,1.0,1,1.0,0.0,1.0,4.0,4.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,Upper middle income
2.0,ZMB,12029200,1.06676261243022,2,16,5.0,2.0,2.0,1,0.0,0.0,4.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1,1,Lower middle income
2.0,MNG,2344987,0.676245648568217,1,59,2.0,2.0,1.0,1,0.0,0.0,4.0,4.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1,1,Upper middle income
2.0,BOL,8553476,1.3304889584803,2,53,4.0,1.0,2.0,1,1.0,1.0,4.0,4.0,4.0,2.0,2.0,2.0,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,Lower middle income
3.0,GEO,2933716,0.253265615547273,1,84,3.0,2.0,1.0,1,0.0,0.0,4.0,4.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1,1,Upper middle income
1.0,VEN,20899114,0.828686336989016,2,39,5.0,1.0,2.0,1,1.0,0.0,4.0,4.0,4.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1,1,Lower middle income
1.0,KHM,12177453,0.67036032626957,1,41,3.0,1.0,1.0,0,1.0,0.0,2.0,2.0,4.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1,1,Lower middle income
1.0,GAB,1573811,0.880429367640505,2,36,5.0,1.0,2.0,0,1.0,1.0,2.0,4.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1,1,Upper middle income
2.0,PAK,155833628,0.803555931558965,2,36,4.0,1.0,1.0,0,1.0,1.0,3.0,4.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1,1,Lower middle income
2.0,PAK,155833628,1.01588506755741,2,30,5.0,1.0,2.0,1,0.0,1.0,1.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,Lower middle income
2.0,COD,57033055,2.70322216031074,2,19,4.0,1.0,2.0,0,1.0,0.0,2.0,4.0,4.0,4.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,0,1,Low income
2.0,DZA,32019804,0.733422532679888,2,50,1.0,1.0,1.0,1,0.0,0.0,,,,,1.0,2.0,1.0,2.0,,,,,,,0,1,Upper middle income
1.0,CHN,1176678702,1.37034204312121,2,76,4.0,,2.0,1,0.0,1.0,,,,,2.0,2.0,3.0,2.0,,,,,,,0,1,Upper middle income
1.0,LAO,5322750,1.73555964938032,2,24,3.0,1.0,1.0,0,1.0,0.0,2.0,4.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1,1,Lower middle income
1.0,KHM,12177453,0.662824895453798,1,44,3.0,1.0,1.0,0,0.0,1.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1,1,Lower middle income
1.0,SWZ,816208,3.16585890206578,1,17,3.0,2.0,1.0,0,1.0,1.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,Lower middle income
1.0,UGA,27277834,0.96960116309951,1,34,2.0,1.0,1.0,1,1.0,1.0,4.0,2.0,4.0,4.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,0,1,Low income
2.0,VEN,20899114,0.457989105577316,2,49,2.0,1.0,2.0,1,0.0,1.0,1.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,Lower middle income
1.0,COM,532331,1.10495729707347,2,66,4.0,1.0,1.0,0,1.0,0.0,4.0,4.0,4.0,4.0,2.0,2.0,,1.0,2.0,1.0,2.0,2.0,2.0,2.0,0,1,Lower middle income
2.0,COG,3655093,0.899063404396926,2,32,1.0,1.0,2.0,1,1.0,1.0,2.0,4.0,4.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1,1,Lower middle income
2.0,ARM,2406318,2.74686376541583,2,19,1.0,2.0,2.0,0,0.0,0.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1,1,Upper middle income
2.0,CIV,18301587,0.573896364078581,1,24,3.0,1.0,2.0,1,1.0,1.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1,1,Lower middle income
2.0,IND,1077731602,0.409399373248757,2,38,2.0,1.0,1.0,1,0.0,0.0,2.0,4.0,4.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,Lower middle income
3.0,HND,7345357,0.333836624704646,2,74,4.0,2.0,2.0,1,1.0,1.0,4.0,4.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1,1,Lower middle income
1.0,LBR,3295997,0.392235838377048,1,26,2.0,1.0,1.0,1,1.0,1.0,1.0,4.0,4.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,0,2,Low income
1.0,LBN,4231057,0.892000160064399,2,42,2.0,1.0,1.0,0,1.0,1.0,4.0,4.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,Lower middle income
2.0,ARG,35433130,0.302168512161333,1,71,5.0,1.0,1.0,1,0.0,0.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,Upper middle income
2.0,VNM,76663207,1.04992129339089,1,47,5.0,1.0,1.0,1,1.0,1.0,4.0,4.0,4.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,Upper middle income
3.0,ALB,2278004,1.23838954704579,1,40,5.0,1.0,1.0,1,1.0,1.0,1.0,4.0,4.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,Upper middle income
2.0,ZAF,46723498,1.27091757154033,2,21,3.0,1.0,1.0,1,0.0,1.0,1.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1,1,Upper middle income
1.0,IND,1077731602,2.83016092035091,1,35,4.0,1.0,1.0,1,0.0,1.0,2.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,2,Lower middle income
1.0,AZE,7885113,1.17651380807332,2,16,2.0,2.0,1.0,0,0.0,0.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2,Upper middle income
1.0,PAK,155833628,0.311843985350824,2,40,3.0,1.0,1.0,1,1.0,0.0,1.0,4.0,4.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,0,2,Lower middle income
2.0,GMB,1598990,1.79950597656666,2,18,4.0,2.0,2.0,0,0.0,0.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,2,Low income
2.0,COG,3655093,1.55862830616565,2,16,1.0,1.0,1.0,1,1.0,1.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,0,2,Lower middle income
2.0,COL,41544122,0.99624100660209,2,43,5.0,1.0,2.0,1,1.0,1.0,4.0,4.0,4.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1,1,Upper middle income
2.0,SLV,4718943,1.25388566207305,2,23,1.0,1.0,1.0,0,0.0,0.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,Upper middle income
2.0,MDG,18851036,0.487959353414988,2,23,4.0,1.0,1.0,1,1.0,1.0,1.0,4.0,4.0,4.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1,1,Low income
3.0,ARM,2406318,2.16950456242405,2,28,5.0,1.0,1.0,1,1.0,0.0,1.0,1.0,4.0,2.0,2.0,1.0,,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1,1,Upper middle income
2.0,SLE,5200533,0.7509721822309,2,17,2.0,2.0,1.0,0,1.0,1.0,4.0,3.0,4.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,0,2,Low income
3.0,KEN,34616135,0.530024157109238,2,30,5.0,1.0,1.0,1,1.0,1.0,4.0,4.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1,1,Lower middle income
2.0,IDN,211076339,0.494389910184229,2,24,5.0,1.0,1.0,0,0.0,0.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,Upper middle income
1.0,CHN,1176678702,0.82968508078552,2,79,1.0,,1.0,1,0.0,1.0,,,,,2.0,2.0,2.0,2.0,,,,,,,0,1,Upper middle income
1.0,TZA,38155970,1.0797227502143,1,29,3.0,1.0,2.0,1,1.0,0.0,2.0,4.0,4.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,1,Lower middle income
2.0,IND,1077731602,0.69705995061417,1,18,5.0,1.0,2.0,1,1.0,1.0,1.0,1.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1,1,Lower middle income
3.0,EGY,77385958,1.16710425261405,1,40,3.0,1.0,2.0,1,1.0,1.0,1.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,Lower middle income
2.0,JOR,7867178,2.01296011409703,2,39,4.0,2.0,1.0,1,1.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,Upper middle income
2.0,NAM,1858089,0.847788161889962,2,25,4.0,1.0,1.0,1,1.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,0,1,Lower middle income
1.0,MAR,27893979,0.460325377209506,2,56,2.0,1.0,1.0,1,1.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,0,1,Lower middle income
1.0,MOZ,18581790,3.21646974800226,2,16,2.0,2.0,1.0,1,1.0,0.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,0,1,Low income
2.0,BWA,1679590,1.09249063192088,2,18,2.0,1.0,1.0,1,0.0,0.0,1.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1,1,Upper middle income
2.0,MLI,12725942,0.414217095508945,2,19,5.0,1.0,2.0,0,1.0,0.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1,1,Low income
2.0,CHN,1176678702,0.335086786387213,2,18,2.0,,1.0,1,1.0,1.0,,,,,2.0,1.0,1.0,1.0,,,,,,,1,1,Upper middle income
1.0,TUR,66691005,1.09294108462402,2,72,1.0,2.0,1.0,1,0.0,1.0,4.0,4.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,Upper middle income
1.0,PAK,155833628,1.44559157911205,2,25,2.0,1.0,1.0,0,1.0,0.0,2.0,4.0,4.0,4.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,0,1,Lower middle income
1.0,CHN,1176678702,0.869448964410496,2,41,2.0,,1.0,1,1.0,0.0,,,,,2.0,1.0,3.0,2.0,,,,,,,1,1,Upper middle income
1.0,BEN,8207504,1.83974397869743,2,15,2.0,1.0,1.0,0,0.0,0.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0,2,Lower middle income
1.0,CIV,18301587,0.285381794088503,1,39,1.0,2.0,1.0,1,1.0,1.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,0,1,Lower middle income
2.0,SRB,5672737,0.791878120119461,1,44,2.0,1.0,2.0,1,0.0,0.0,1.0,4.0,4.0,4.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,Upper middle income
1.0,SWZ,816208,0.509959424017927,1,35,1.0,2.0,1.0,1,0.0,1.0,4.0,4.0,4.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,Lower middle income
2.0,NPL,21168213,0.317362463008753,2,58,5.0,1.0,2.0,1,0.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1,1,Lower middle income
2.0,BEN,8207504,0.202264724786674,2,42,5.0,2.0,2.0,1,1.0,1.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1,1,Lower middle income
1.0,BFA,13262560,1.55754418710601,1,35,3.0,1.0,1.0,0,1.0,1.0,4.0,3.0,4.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,0,1,Low income
1.0,MNE,503215,2.83184639632274,2,63,3.0,2.0,2.0,1,0.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,0,1,Upper middle income
2.0,LBY,5262910,0.939361888694604,2,19,3.0,2.0,2.0,1,1.0,1.0,,,,,1.0,2.0,2.0,2.0,,,,,,,1,1,Upper middle income
1.0,BIH,2764009,2.51533109392034,1,18,3.0,2.0,2.0,1,0.0,0.0,4.0,4.0,4.0,5.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,Upper middle income
1.0,PRY,4874331,1.11847891966827,1,40,1.0,1.0,1.0,1,0.0,0.0,4.0,4.0,4.0,4.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,Upper middle income
3.0,EGY,77385958,1.16710425261405,1,44,2.0,1.0,2.0,1,0.0,0.0,1.0,4.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,Lower middle income
1.0,CHN,1176678702,4.18792172275842,1,53,2.0,,2.0,1,0.0,1.0,,,,,1.0,2.0,1.0,2.0,,,,,,,1,2,Upper middle income
2.0,NIC,4830854,0.387755765273156,1,36,1.0,1.0,2.0,0,1.0,0.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,Lower middle income
1.0,KHM,12177453,0.620145185658937,1,29,2.0,2.0,1.0,1,1.0,0.0,4.0,1.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1,2,Lower middle income
2.0,HND,7345357,0.381009336507362,1,39,5.0,1.0,1.0,1,1.0,1.0,4.0,4.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1,1,Lower middle income
2.0,SEN,11094279,0.673536011204217,1,35,3.0,2.0,2.0,1,1.0,1.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1,1,Lower middle income
2.0,TZA,38155970,0.607088943961522,2,23,5.0,1.0,1.0,1,1.0,0.0,1.0,4.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,0,1,Lower middle income
1.0,VEN,20899114,0.712798749843576,2,52,5.0,1.0,2.0,0,1.0,0.0,2.0,4.0,4.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,Lower middle income
2.0,PSE,3183655,0.676335150230926,2,31,1.0,2.0,1.0,0,0.0,0.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,Lower middle income
1.0,NPL,21168213,0.909260531090632,1,40,3.0,2.0,1.0,0,1.0,1.0,4.0,3.0,4.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,0,1,Lower middle income
2.0,VNM,76663207,0.957846272200131,2,25,4.0,1.0,1.0,1,1.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,Upper middle income
2.0,MEX,97411242,2.10833668628272,2,20,3.0,1.0,1.0,1,1.0,1.0,1.0,4.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,Upper middle income
2.0,NIC,4830854,0.483530213955212,1,15,5.0,2.0,1.0,0,0.0,1.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,Lower middle income
3.0,CHN,1176678702,0.200733866951474,2,26,3.0,,1.0,1,0.0,1.0,,,,,2.0,2.0,2.0,2.0,,,,,,,1,1,Upper middle income
1.0,ARG,35433130,1.81774832105886,1,22,1.0,2.0,2.0,0,0.0,0.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,2,Upper middle income
1.0,UGA,27277834,0.568286943321425,2,43,4.0,1.0,1.0,1,1.0,1.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,0,1,Low income
3.0,UKR,32338724,0.324013244530276,1,31,1.0,1.0,2.0,1,1.0,1.0,,,,,2.0,1.0,1.0,2.0,,,,,,,1,1,Upper middle income
2.0,DZA,32019804,0.642937539563309,2,47,3.0,1.0,2.0,1,0.0,1.0,,,,,1.0,2.0,3.0,2.0,,,,,,,1,1,Upper middle income
2.0,DZA,32019804,1.03604325381082,2,28,4.0,1.0,2.0,1,1.0,0.0,,,,,2.0,2.0,2.0,2.0,,,,,,,1,1,Upper middle income
2.0,MRT,2860979,0.481581754987379,1,38,5.0,1.0,2.0,1,1.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1,1,Lower middle income
1.0,NGA,133329232,3.44552177423508,1,20,4.0,2.0,2.0,1,1.0,1.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,Lower middle income
2.0,UGA,27277834,2.02011413111287,1,16,4.0,2.0,2.0,0,1.0,1.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,0,2,Low income
2.0,MLI,12725942,0.142516796831236,2,42,5.0,1.0,2.0,1,0.0,1.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,Low income
2.0,CIV,18301587,0.715926838055985,1,16,1.0,2.0,2.0,1,0.0,0.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,0,1,Lower middle income
1.0,KHM,12177453,1.20196794291884,1,45,4.0,2.0,2.0,1,1.0,0.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,2,Lower middle income
3.0,CHN,1176678702,1.68259864536018,1,25,3.0,,1.0,1,0.0,1.0,,,,,2.0,2.0,3.0,2.0,,,,,,,1,1,Upper middle income
1.0,DZA,32019804,1.6689672919073,1,44,2.0,2.0,2.0,0,1.0,0.0,,,,,2.0,2.0,2.0,2.0,,,,,,,1,1,Upper middle income
1.0,BRA,169047814,0.527707326555903,2,49,2.0,1.0,1.0,0,0.0,0.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,2,Upper middle income
2.0,UKR,32338724,1.93592844233866,2,36,4.0,2.0,2.0,1,1.0,1.0,,,,,2.0,2.0,3.0,2.0,,,,,,,1,1,Upper middle income
2.0,MOZ,18581790,0.221750472193843,2,21,3.0,1.0,1.0,1,1.0,1.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,0,1,Low income
1.0,CHN,1176678702,0.376745200183564,2,62,2.0,,2.0,1,1.0,1.0,,,,,1.0,1.0,,1.0,,,,,,,1,1,Upper middle income
1.0,CMR,16524096,1.36264086226354,1,28,2.0,1.0,1.0,1,1.0,1.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,0,1,Lower middle income
2.0,DOM,8281568,0.682154894128833,2,34,2.0,1.0,1.0,0,0.0,0.0,2.0,4.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,0,1,Upper middle income
2.0,JOR,7867178,0.443275734772734,2,23,5.0,1.0,2.0,1,1.0,1.0,1.0,4.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1,1,Upper middle income
1.0,KAZ,14324777,1.68645127601076,1,16,3.0,1.0,2.0,1,1.0,1.0,1.0,4.0,4.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,Upper middle income
2.0,KHM,12177453,3.18990801306501,1,33,5.0,1.0,1.0,0,1.0,0.0,4.0,4.0,4.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,Lower middle income
1.0,MAR,27893979,0.509054333067976,1,50,5.0,2.0,1.0,1,1.0,0.0,4.0,1.0,4.0,4.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1,1,Lower middle income
1.0,SEN,11094279,1.20968784534051,1,21,4.0,1.0,1.0,1,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,2,Lower middle income
2.0,KEN,34616135,1.04261671198139,1,30,4.0,1.0,2.0,1,1.0,1.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1,1,Lower middle income
1.0,GTM,12299923,1.06961632519617,2,54,4.0,1.0,1.0,0,0.0,0.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,2,Upper middle income
2.0,BWA,1679590,0.306741184525744,2,56,1.0,2.0,1.0,1,1.0,0.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,Upper middle income
1.0,BRA,169047814,1.24535562045393,2,31,3.0,2.0,2.0,1,0.0,0.0,1.0,3.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1,1,Upper middle income
2.0,MAR,27893979,0.558943701787524,1,30,1.0,2.0,1.0,1,1.0,1.0,1.0,4.0,4.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,Lower middle income
1.0,IND,1077731602,1.15869220597563,1,24,1.0,2.0,1.0,0,0.0,0.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1,1,Lower middle income
